流水號,課程名稱,授課教師,時間&教室,課程連結
42381,可信賴之人工智慧,陳維超,"五2,3,4(資107)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U4900&class=&dpt_code=9020&ser_no=42381&semester=113-1&lang=CH
1063,大學國文：先秦兩漢文選上,伍振勳,"一7,8,9(文17)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=101%2081011&class=01&dpt_code=1010&ser_no=01063&semester=113-1&lang=CH
11923,可靠度工程,吳文方,"三7,8,9(機械114)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=522%20U6560&class=&dpt_code=5020&ser_no=11923&semester=113-1&lang=CH
63894,平行計算,黃乾綱,"一7,8,9(工科202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=525%20M6150&class=&dpt_code=5050&ser_no=63894&semester=113-1&lang=CH
62417,平行程式設計,李濬屹,"五2,3,4(資102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=922%20U1520&class=&dpt_code=9020&ser_no=62417&semester=113-1&lang=CH
22950,深造預備英文寫作,胡至柔,"四2,3,4(博雅301)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0530&class=01&dpt_code=Q010&ser_no=22950&semester=113-1&lang=CH
86134,深造預備英文寫作,胡至柔,"四3,4,5(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0530&class=02&dpt_code=Q010&ser_no=86134&semester=113-1&lang=CH
61197,平臺策略與數位經營,孔令傑,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=E41%20M0150&class=&dpt_code=E410&ser_no=61197&semester=113-1&lang=CH
83618,打造未來領袖,朱士維,"第1,2,3,4,5,6,7,8,9,10,11 週
一A,B,C(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Z00%20U0410&class=&dpt_code=P360&ser_no=83618&semester=113-1&lang=CH
74315,認識海洋,任昊佳,"一3,4(地質212)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2049390&class=&dpt_code=2040&ser_no=74315&semester=113-1&lang=CH
97124,羽球中級,陳志一,"二8,9(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050790&class=23&dpt_code=T010&ser_no=97124&semester=113-1&lang=CH
19909,未來農業,陳世芳,"二2,3,4(生機201)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=631%20U0700&class=&dpt_code=6110&ser_no=19909&semester=113-1&lang=CH
58563,工程數學上,郭錦龍,"二6,7(普403) 三6,7,8,9(普302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=507%2020101&class=&dpt_code=5070&ser_no=58563&semester=113-1&lang=CH
51528,民法總則,陳自強,"五2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2016110&class=02&dpt_code=A012&ser_no=51528&semester=113-1&lang=CH
51504,民法總則,陳聰富,"四2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A41%20M0170&class=01&dpt_code=A410&ser_no=51504&semester=113-1&lang=CH
25324,民法總則,陳自強,"五2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A41%20M0170&class=02&dpt_code=A410&ser_no=25324&semester=113-1&lang=CH
15016,永續社會發展,王俊豪,"四6,7,8(生傳527室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=630%2039930&class=&dpt_code=6100&ser_no=15016&semester=113-1&lang=CH
19513,永續金融與ESG,林竣達,"三3,4(國發208)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20U9370&class=&dpt_code=P640&ser_no=19513&semester=113-1&lang=CH
88096,永續營建與綠色土木工程,周南山,"六2,3,4(土研402)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20M7690&class=&dpt_code=5217&ser_no=88096&semester=113-1&lang=CH
52293,專題研究,雷欽隆,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=11&dpt_code=9010&ser_no=52293&semester=113-1&lang=CH
23240,生命的軟弱韌性,曾雪峰,"三3,4(綜401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P36%20U3000&class=&dpt_code=P630&ser_no=23240&semester=113-1&lang=CH
13385,生命美學,孫效智,"三8,9,10(博雅306)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P63%2000130&class=&dpt_code=P630&ser_no=13385&semester=113-1&lang=CH
42516,生命教育跨領域實作,曾正忠,"一7,8,9(博雅305)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=P63%2000120&class=&dpt_code=P630&ser_no=42516&semester=113-1&lang=CH
61016,生態工程,任秀慧,"二2,3,4(農工繪圖室)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=622%20U2210&class=&dpt_code=P530&ser_no=61016&semester=113-1&lang=CH
79622,生態系統功能與服務,張峰勳,"四2,3,4(農工十)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=622%20U3220&class=&dpt_code=6020&ser_no=79622&semester=113-1&lang=CH
79393,生態設計,林寶秀,"四7,8,9(造園館R102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=628%20U1840&class=&dpt_code=6080&ser_no=79393&semester=113-1&lang=CH
19016,用AI探究空間,周先捷,"二2,3,4(普203)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=104%2006700&class=&dpt_code=1040&ser_no=19016&semester=113-1&lang=CH
51985,石油地質學,吳榮章,"二A,B(中庭大講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2045100&class=&dpt_code=2040&ser_no=51985&semester=113-1&lang=CH
32516,企業成長與併購策略研討,吳政衛,"二7,8,9(管二研六)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20D9250&class=&dpt_code=7240&ser_no=32516&semester=113-1&lang=CH
63620,全口補綴學,楊宗傑,"二6,7(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=402%2043700&class=&dpt_code=4020&ser_no=63620&semester=113-1&lang=CH
61649,專題研究,李彥寰,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2037000&class=70&dpt_code=9020&ser_no=61649&semester=113-1&lang=CH
28996,專題研究,陳士元,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=63&dpt_code=9010&ser_no=28996&semester=113-1&lang=CH
49434,全球大氣環流,黃彥婷,"二3,4(大氣A104)四3,4(大氣A104)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=229%20M8220&class=&dpt_code=2090&ser_no=49434&semester=113-1&lang=CH
67426,巨量空間資訊於環境永續運用,鍾明光,"四2,3,4(土224)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20U9340&class=&dpt_code=5218&ser_no=67426&semester=113-1&lang=CH
15860,全球化與東亞政經發展專題,陶儀芬,"一6,7(社科研603)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=322%20M4770&class=&dpt_code=3220&ser_no=15860&semester=113-1&lang=CH
66128,專題研究,胡璧合,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=A8&dpt_code=9010&ser_no=66128&semester=113-1&lang=CH
28415,全球化與社會福利專題,施世駿,"五3,4,5(國發208)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20U9480&class=&dpt_code=P460&ser_no=28415&semester=113-1&lang=CH
66493,專題討論─貨幣與總體一,蘇軒立,"四6,7(社科302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=323%20M0150&class=&dpt_code=3030&ser_no=66493&semester=113-1&lang=CH
86667,專題研究,孫紹華,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=C3&dpt_code=9010&ser_no=86667&semester=113-1&lang=CH
51084,全球水循環,李時雨,"四2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=249%20D0060&class=&dpt_code=2490&ser_no=51084&semester=113-1&lang=CH
67092,全球行銷與談判技巧,凱達西,"二6,7,8(管一102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=700%20U0010&class=&dpt_code=7000&ser_no=67092&semester=113-1&lang=CH
31204,全球品牌管理,陳譽仁,"五10,A,B(管一101)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=724%20M0310&class=&dpt_code=7240&ser_no=31204&semester=113-1&lang=CH
51013,全球通識講座-認識全球,徐斯勤,"四3,4(博雅103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=302%2054000&class=&dpt_code=0000&ser_no=51013&semester=113-1&lang=CH
87093,全球糧食安全進階班,沈湯龍,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=459%20M0160&class=&dpt_code=4590&ser_no=87093&semester=113-1&lang=CH
77688,再生能源及生物資源循環利用技術,黃振康,"五4,5,6(計資106)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=631%20U7990&class=&dpt_code=P040&ser_no=77688&semester=113-1&lang=CH
17428,刑法總則一,許恒達,"三2,3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2025230&class=02&dpt_code=A012&ser_no=17428&semester=113-1&lang=CH
43140,憲法,葉俊榮,"一3,4(請洽系所辦) 二3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%20131A0&class=01&dpt_code=A013&ser_no=43140&semester=113-1&lang=CH
66425,憲法,蘇慧婕,"一3,4(請洽系所辦) 二3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%20131A0&class=02&dpt_code=A013&ser_no=66425&semester=113-1&lang=CH
74152,刑法總則一,謝煜偉,"二6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A01%2025230&class=03&dpt_code=A012&ser_no=74152&semester=113-1&lang=CH
72156,刑法總則一,周漾沂,"五6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A41%20M0230&class=01&dpt_code=A410&ser_no=72156&semester=113-1&lang=CH
41517,刑法總則一,謝煜偉,"二6,7,8(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=A41%20M0230&class=03&dpt_code=A410&ser_no=41517&semester=113-1&lang=CH
68243,地理資訊系統特論,李培芬,"四8,9,10(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=B44%20U1540&class=&dpt_code=B440&ser_no=68243&semester=113-1&lang=CH
69518,地理資訊系統與防災,蘇文瑞,"二7,8,9(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=521%20U3880&class=&dpt_code=5010&ser_no=69518&semester=113-1&lang=CH
25626,地理資訊系統與空間分析,鄧志松,"四3,4(國發302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=341%20M5820&class=&dpt_code=P460&ser_no=25626&semester=113-1&lang=CH
77138,地理資訊系統應用,闕蓓德,"一7,8,9(環工103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=541%20M0410&class=&dpt_code=5410&ser_no=77138&semester=113-1&lang=CH
54291,地質資源,羅清華,"四3,4(中庭大講堂)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2049110&class=&dpt_code=2040&ser_no=54291&semester=113-1&lang=CH
80903,地質調查三,宋聖榮,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2034800&class=01&dpt_code=2040&ser_no=80903&semester=113-1&lang=CH
16748,地質調查三,徐澔德,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2034800&class=02&dpt_code=2040&ser_no=16748&semester=113-1&lang=CH
1035,大學國文：文化思想與寫作（一）,侯潔之,"二3,4,5(新504)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=101%2080120&class=37&dpt_code=0000&ser_no=01035&semester=113-1&lang=CH
10372,地質調查導論一,郭陳澔,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022500&class=03&dpt_code=2040&ser_no=10372&semester=113-1&lang=CH
1005,大學國文：文學鑑賞與寫作（一）,吳旻旻,"五7,8,9(普302)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=101%2080110&class=06&dpt_code=0000&ser_no=01005&semester=113-1&lang=CH
46537,地質調查導論一,曾泰琳,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022500&class=04&dpt_code=2040&ser_no=46537&semester=113-1&lang=CH
26753,專題研究,王勝德,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=901%2049550&class=04&dpt_code=9010&ser_no=26753&semester=113-1&lang=CH
14022,普通物理學乙,董成淵,"一6(綜403) 二1,2(綜403)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=202%20101B0&class=02&dpt_code=4020&ser_no=14022&semester=113-1&lang=CH
64119,地質調查導論一,胡植慶,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022500&class=05&dpt_code=2040&ser_no=64119&semester=113-1&lang=CH
62869,地質調查導論二,陳于高,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=01&dpt_code=2040&ser_no=62869&semester=113-1&lang=CH
41373,地質調查導論二,林立虹,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=02&dpt_code=2040&ser_no=41373&semester=113-1&lang=CH
11249,地質調查導論二,劉雅瑄,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=204%2022600&class=03&dpt_code=2040&ser_no=11249&semester=113-1&lang=CH
95009,有機農業,吳文希,"二3,4(總一館308)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=633%20U1300&class=&dpt_code=6130&ser_no=95009&semester=113-1&lang=CH
13816,有機農業,沈原民,"三6,7(綜202)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=645%20U1290&class=&dpt_code=6450&ser_no=13816&semester=113-1&lang=CH
23926,不平等、社會與國家專題,黃凱苹,"三3,4(社科306)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=322%20U2610&class=&dpt_code=3020&ser_no=23926&semester=113-1&lang=CH
68291,次世代定序在分子生物學上的應用,朱雪萍,"三3,4(生科419)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=B43%20U1530&class=&dpt_code=B430&ser_no=68291&semester=113-1&lang=CH
97123,羽球中級,陳志一,"二6,7(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050790&class=22&dpt_code=T010&ser_no=97123&semester=113-1&lang=CH
97184,羽球中級（選修體育）,陳志一,"一6,7(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2070790&class=20&dpt_code=T010&ser_no=97184&semester=113-1&lang=CH
97105,羽球初級,黃欽永,"三6,7(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=06&dpt_code=T010&ser_no=97105&semester=113-1&lang=CH
97106,羽球初級,黃欽永,"三8,9(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=07&dpt_code=T010&ser_no=97106&semester=113-1&lang=CH
97107,羽球初級,黃國恩,"一1,2((醫)館1F)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=08&dpt_code=T010&ser_no=97107&semester=113-1&lang=CH
97108,羽球初級,黃國恩,"一3,4((醫)館1F)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=09&dpt_code=T010&ser_no=97108&semester=113-1&lang=CH
97109,羽球初級,連家瑩,"二1,2(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=31&dpt_code=T010&ser_no=97109&semester=113-1&lang=CH
97110,羽球初級,連家瑩,"二3,4(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=32&dpt_code=T010&ser_no=97110&semester=113-1&lang=CH
97112,羽球初級,呂碧琴,"一3,4(舊館羽球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=51&dpt_code=T010&ser_no=97112&semester=113-1&lang=CH
97113,羽球初級,呂碧琴,"五1,2(舊館羽球場)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=54&dpt_code=T010&ser_no=97113&semester=113-1&lang=CH
97114,羽球初級,李文心,"四6,7(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=64&dpt_code=T010&ser_no=97114&semester=113-1&lang=CH
97115,羽球初級,李文心,"四8,9(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=65&dpt_code=T010&ser_no=97115&semester=113-1&lang=CH
97116,羽球初級,洪巧菱,"四6,7((醫)館1F)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=76&dpt_code=T010&ser_no=97116&semester=113-1&lang=CH
97118,羽球初級,李坤培,"一1,2(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=G1&dpt_code=T010&ser_no=97118&semester=113-1&lang=CH
97119,羽球初級,李坤培,"一3,4(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=G2&dpt_code=T010&ser_no=97119&semester=113-1&lang=CH
97120,羽球初級,陳美莉,"三1,2(綜館多功能)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=002%2050780&class=G3&dpt_code=T010&ser_no=97120&semester=113-1&lang=CH
50459,自我、情緒與動機專題研究二,葉光輝,"五3,4,5(南館S217)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=227%20U3080&class=&dpt_code=2070&ser_no=50459&semester=113-1&lang=CH
86525,自我行銷有一套: 實用中文寫作,蘇虹菱,"三6,7,8(共406)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=Q01%20U0770&class=&dpt_code=Q010&ser_no=86525&semester=113-1&lang=CH
15523,自我教練的領導力實踐,陳彥豪,"第2,3,4,6,7,8,11,13 週",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M1660&class=&dpt_code=7490&ser_no=15523&semester=113-1&lang=CH
30111,火山作用導論,柯士達,"一3,4(請洽系所辦)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=249%20D1050&class=&dpt_code=2490&ser_no=30111&semester=113-1&lang=CH
17284,自動機與形式語言,林智仁,"一3,4,5(資102)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2043500&class=01&dpt_code=9020&ser_no=17284&semester=113-1&lang=CH
34642,自動機與形式語言,林忠緯,"一3,4,5(資103)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=902%2043500&class=02&dpt_code=9020&ser_no=34642&semester=113-1&lang=CH
44488,自然保護區管理實習,盧道杰,"四9,10,A(林二)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=625%20U1750&class=&dpt_code=6050&ser_no=44488&semester=113-1&lang=CH
30009,自然相關財務揭露,邱祈榮,"一2,3,4(新401)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=247%20U2280&class=&dpt_code=2470&ser_no=30009&semester=113-1&lang=CH
58428,行為科學與商業競爭,黃道宏,,https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=546%20M3330&class=&dpt_code=5460&ser_no=58428&semester=113-1&lang=CH
13291,組織行為,堯里昂,"五7,8,9(玉山廳)",https://nol.ntu.edu.tw/nol/coursesearch/print_table.php?course_id=749%20M0150&class=&dpt_code=7490&ser_no=13291&semester=113-1&lang=CH
